,carrera,regular,cnt_readmisiones,calidad,estado_civil,sexo,sit_laboral,tipo_residencia,modalidad_cursa,distancia_sede,actividades_u12m,edad,inactividad,avance_carrera
2187,PA,N,2.0,P,1.0,2,NC,-1.0,H,3,0,18,0,0.06666666666666667
2188,PD,S,2.0,P,1.0,1,NC,-1.0,H,1,1,18,0,0.275
2189,PA,N,1.0,A,1.0,1,NC,-1.0,D,-1,3,20,1,0.13333333333333333
2190,PA,S,0.0,A,1.0,1,NC,1.0,H,3,5,18,0,0.5
2191,PC,S,2.0,A,1.0,1,NC,4.0,P,1,4,20,1,0.25
2192,PD,S,1.0,A,1.0,2,NC,1.0,D,1,8,21,1,0.35
2193,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,21,2,0.16
2194,PD,N,1.0,A,1.0,1,NC,2.0,H,1,6,19,2,0.375
2195,PC,S,0.0,A,1.0,1,NC,-1.0,D,-1,5,19,1,0.2857142857142857
2196,PB,S,0.0,A,1.0,1,NC,2.0,P,3,5,20,2,0.4
2197,PA,S,1.0,A,1.0,2,NC,-1.0,D,-1,2,19,1,0.2
2198,PA,S,2.0,A,1.0,1,NC,1.0,D,1,4,18,0,0.26666666666666666
2199,PA,N,0.0,A,1.0,2,NC,-1.0,P,3,4,20,2,0.26666666666666666
2200,PD,S,0.0,A,1.0,1,NC,-1.0,P,3,8,19,2,0.475
2201,PA,S,0.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.03333333333333333
2202,PB,S,1.0,A,1.0,1,NC,2.0,P,2,4,19,2,0.4
2203,PA,S,0.0,P,1.0,2,N,4.0,D,2,0,19,1,0.16666666666666666
2204,PC,S,1.0,A,1.0,1,NC,4.0,P,1,3,21,1,0.25
2205,PB,S,0.0,A,1.0,1,NC,1.0,P,3,4,21,1,0.32
2206,PB,N,1.0,A,1.0,2,N,4.0,H,2,5,19,1,0.36
2207,PA,S,0.0,P,1.0,1,NC,1.0,D,-1,2,20,2,0.26666666666666666
2208,PA,S,1.0,P,1.0,1,NC,2.0,D,1,0,19,2,0.1
2209,PA,S,1.0,A,1.0,1,NC,-1.0,H,3,5,18,0,0.5
2210,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.26666666666666666
2211,PD,S,0.0,A,1.0,1,NC,-1.0,D,3,4,19,1,0.2
2212,PD,S,1.0,A,2.0,1,NC,2.0,H,2,4,18,0,0.15
2213,PB,N,0.0,A,1.0,1,NC,-1.0,D,3,4,20,2,0.36
2214,PA,N,2.0,A,1.0,1,NC,1.0,D,3,5,21,1,0.36666666666666664
2215,PA,N,0.0,A,1.0,2,NC,-1.0,D,3,5,21,2,0.36666666666666664
2216,PA,N,2.0,P,1.0,2,NC,-1.0,D,3,1,21,2,0.23333333333333334
2217,PA,N,0.0,P,1.0,1,NC,-1.0,D,-1,0,20,1,0.06666666666666667
2218,PA,S,1.0,A,1.0,2,NC,-1.0,P,3,4,21,2,0.2
2219,PC,N,1.0,A,1.0,2,NC,-1.0,H,-1,6,20,1,0.4642857142857143
2220,PB,S,1.0,P,1.0,1,NC,-1.0,D,3,1,21,1,0.28
2221,PA,N,1.0,P,1.0,2,NC,4.0,D,1,1,21,1,0.2
2222,PB,S,2.0,A,1.0,2,NC,-1.0,P,-1,3,18,0,0.24
2223,PE,S,1.0,A,1.0,1,NC,-1.0,P,2,1,19,1,0.2
2224,PB,N,1.0,A,1.0,2,NC,2.0,D,1,4,20,2,0.24
2225,PC,S,0.0,A,1.0,1,NC,2.0,H,3,3,18,0,0.21428571428571427
2226,PE,S,1.0,A,1.0,1,NC,-1.0,H,-1,1,20,2,0.13333333333333333
2227,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,6,20,1,0.3333333333333333
2228,PA,S,0.0,A,1.0,2,NC,2.0,D,-1,2,20,1,0.13333333333333333
2229,PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,4,20,2,0.23333333333333334
2230,PC,N,1.0,A,1.0,1,NC,2.0,D,3,2,21,1,0.17857142857142858
2231,PC,S,1.0,A,1.0,1,NC,-1.0,D,3,3,19,2,0.21428571428571427
2232,PA,S,1.0,A,1.0,2,NC,2.0,H,3,6,20,2,0.3
2233,PA,S,1.0,P,1.0,1,NC,-1.0,D,-1,2,20,1,0.3
2234,PB,S,1.0,A,1.0,2,NC,-1.0,P,-1,5,21,2,0.36
2235,PA,S,2.0,A,1.0,1,NC,-1.0,P,3,5,21,2,0.5
2236,PB,N,1.0,A,1.0,1,NC,-1.0,P,3,4,19,1,0.24
2237,PA,N,1.0,A,1.0,1,N,2.0,P,2,6,21,1,0.4
2238,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,9,20,2,0.6666666666666666
2239,PE,N,1.0,A,1.0,1,NC,-1.0,D,1,3,19,2,0.4
2240,PA,S,1.0,A,1.0,1,NC,2.0,D,1,4,21,1,0.3333333333333333
2241,PB,S,1.0,A,1.0,1,NC,-1.0,H,-1,4,20,2,0.4
2242,PD,S,0.0,A,1.0,1,NC,1.0,D,3,7,21,1,0.325
2243,PD,S,0.0,A,1.0,2,NC,1.0,D,-1,7,19,1,0.325
2244,PA,N,2.0,A,1.0,1,NC,1.0,D,3,6,21,2,0.43333333333333335
2245,PA,S,0.0,A,1.0,1,NC,2.0,P,3,10,22,-4,0.7333333333333333
2246,PB,S,0.0,A,1.0,1,NC,4.0,H,1,2,21,1,0.2
2247,PA,N,0.0,A,1.0,2,NC,-1.0,H,-1,4,21,1,0.3333333333333333
2248,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,18,0,0.16666666666666666
2249,PC,S,1.0,A,1.0,1,NC,-1.0,D,-1,7,18,0,0.39285714285714285
2250,PB,N,0.0,P,1.0,1,NC,-1.0,P,-1,1,18,0,0.28
2251,PA,N,2.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.3333333333333333
2252,PE,S,1.0,A,1.0,2,NC,-1.0,D,3,2,20,1,0.2
2253,PD,S,1.0,A,1.0,2,NC,-1.0,H,-1,3,19,2,0.175
2254,PA,S,0.0,A,1.0,2,NC,-1.0,H,-1,3,18,0,0.2
2255,PA,S,2.0,A,1.0,1,NC,-1.0,D,2,5,20,2,0.3333333333333333
2256,PA,N,1.0,P,1.0,1,NC,-1.0,H,3,0,19,1,0.1
2257,PB,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,20,2,0.28
2258,PD,S,0.0,A,1.0,2,NC,-1.0,D,1,12,20,2,0.475
2259,PC,N,1.0,P,1.0,1,NC,-1.0,D,-1,0,18,0,0.14285714285714285
2260,PB,N,2.0,A,1.0,1,NC,2.0,D,-1,2,18,0,0.2
2261,PA,S,1.0,A,1.0,1,NC,-1.0,D,1,5,20,1,0.43333333333333335
2262,PA,N,1.0,P,1.0,1,NC,-1.0,P,1,1,18,0,0.3
2263,PB,S,0.0,A,1.0,2,NC,-1.0,D,-1,8,20,2,0.52
2264,PD,S,0.0,A,1.0,2,NC,-1.0,D,-1,10,20,2,0.45
2265,PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,6,20,1,0.4666666666666667
2266,PD,S,2.0,A,1.0,1,NC,-1.0,D,3,12,21,2,0.475
2267,PB,S,1.0,A,1.0,1,NC,-1.0,P,3,4,18,0,0.44
2268,PC,N,2.0,A,1.0,1,NC,-1.0,D,-1,4,19,1,0.2857142857142857
2269,PE,S,1.0,A,1.0,1,NC,1.0,D,-1,2,18,0,0.2
2270,PA,S,1.0,A,1.0,2,NC,-1.0,H,3,2,19,2,0.16666666666666666
2271,PB,S,2.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.08
2272,PA,N,1.0,P,1.0,2,NC,-1.0,D,3,1,19,1,0.26666666666666666
2273,PB,N,0.0,A,1.0,1,NC,2.0,H,1,5,20,2,0.76
2274,PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,9,20,2,0.5
2275,PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,7,20,1,0.36666666666666664
2276,PD,N,2.0,P,1.0,2,NC,-1.0,P,1,1,18,0,0.2
2277,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,21,1,0.4
2278,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,3,19,1,0.2
2279,PD,N,2.0,P,1.0,1,NC,-1.0,H,3,0,18,0,0.05
2280,PE,S,1.0,P,1.0,1,NC,2.0,P,3,1,21,2,0.26666666666666666
2281,PE,S,2.0,P,1.0,1,NC,1.0,P,3,0,21,2,0.06666666666666667
2282,PE,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.06666666666666667
2283,PE,S,1.0,A,1.0,2,NC,-1.0,H,-1,1,18,0,0.13333333333333333
2284,PE,S,1.0,A,1.0,1,NC,-1.0,H,-1,2,22,0,0.26666666666666666
2285,PE,S,1.0,A,1.0,2,NC,-1.0,P,1,3,21,-1,0.4
2286,PE,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.13333333333333333
2287,PE,N,0.0,P,1.0,1,NC,-1.0,D,3,0,18,0,0.06666666666666667
2288,PE,S,0.0,A,1.0,1,NC,1.0,H,1,2,20,2,0.4
2289,PE,S,0.0,A,1.0,1,NC,-1.0,H,-1,3,21,1,0.4
2290,PE,N,2.0,P,1.0,1,NC,-1.0,D,-1,0,21,2,0.13333333333333333
2291,PE,N,1.0,P,1.0,1,NC,-1.0,D,-1,0,21,2,0.0
2292,PE,S,1.0,A,1.0,2,N,2.0,D,-1,2,18,0,0.4
2293,PE,S,1.0,A,2.0,1,NC,4.0,P,2,2,20,2,0.3333333333333333
2294,PE,S,2.0,A,1.0,1,NC,-1.0,H,-1,2,19,1,0.3333333333333333
2295,PE,S,2.0,A,1.0,1,NC,-1.0,H,-1,4,19,2,0.4
2296,PE,S,0.0,A,1.0,1,NC,-1.0,D,-1,4,20,2,0.4666666666666667
2297,PE,S,2.0,P,1.0,1,NC,-1.0,D,-1,0,20,2,0.06666666666666667
2298,PE,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,18,0,0.26666666666666666
2299,PC,N,1.0,P,1.0,1,NC,2.0,H,1,0,21,1,0.0
2300,PE,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,20,2,0.0
2301,PB,S,1.0,P,1.0,1,NC,-1.0,H,-1,0,19,3,0.04
2302,PB,S,1.0,A,1.0,2,NC,1.0,H,-1,9,19,2,0.76
2303,PE,S,2.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.26666666666666666
